timestamps,TP9,AF7,AF8,TP10,Right AUX
1738233856.806,-19.043,-42.969,-36.621,-41.992,-152.344
1738233856.810,-31.250,-58.594,-37.598,-35.156,-139.160
1738233856.814,-27.344,-56.152,-36.133,-27.344,115.234
1738233856.817,-19.043,-53.223,-34.180,-29.297,188.477
1738233856.821,-24.902,-56.152,-31.738,-25.391,-29.297
1738233856.825,-41.992,-61.035,-28.320,-18.066,-180.176
1738233856.829,-51.270,-72.754,-25.879,-28.320,77.637
1738233856.833,-27.832,-60.059,-27.832,-41.504,485.352
1738233856.820,-12.695,-37.598,-27.344,-49.316,32.227
1738233856.824,-9.277,-37.109,-24.414,-44.434,-230.957
1738233856.828,-18.066,-43.457,-27.344,-29.297,-40.527
1738233856.832,-55.176,-52.246,-32.715,-19.531,-141.113
1738233856.836,-41.992,-49.316,-26.855,-17.578,-273.438
1738233856.840,-6.348,-43.945,-16.113,-5.371,37.109
1738233856.844,5.371,-38.574,-19.043,-16.602,365.723
1738233856.847,-10.254,-36.621,-21.973,-48.340,43.457
1738233856.851,-40.039,-51.270,-20.508,-34.668,-135.254
1738233856.855,-45.410,-48.340,-24.414,-19.531,47.852
1738233856.859,-27.832,-41.992,-25.879,-12.695,469.238
1738233856.863,-14.648,-39.062,-26.855,-18.066,665.039
1738233856.865,-16.602,-32.715,-29.785,-24.414,62.500
1738233856.869,-35.156,-43.457,-24.902,-29.785,-187.988
1738233856.873,-40.039,-41.016,-18.066,-35.645,-130.859
1738233856.877,-12.695,-29.297,-22.949,-35.645,-257.812
1738233856.881,-7.812,-32.227,-23.438,-22.949,-237.305
1738233856.885,-13.184,-39.551,-16.113,-8.789,65.918
1738233856.889,-30.273,-42.480,-19.531,-16.113,150.879
1738233856.892,-34.668,-41.016,-24.902,-34.180,-100.098
1738233856.896,3.418,-32.227,-19.043,-31.250,-246.582
1738233856.900,8.301,-30.273,-19.043,-16.602,-61.035
1738233856.904,-5.371,-32.715,-18.555,-18.066,104.980
1738233856.908,-21.484,-33.203,-14.648,-28.809,-23.438
1738233856.916,-53.711,-38.086,-15.625,-16.113,-137.695
1738233856.920,-37.109,-35.645,-17.578,-12.207,46.875
1738233856.924,-6.348,-19.531,-13.672,-38.574,-16.113
1738233856.928,-6.836,-17.090,-13.184,-39.062,-264.648
1738233856.932,-11.719,-32.715,-18.066,-11.719,-141.602
1738233856.936,-38.086,-44.434,-15.625,-12.207,146.484
1738233856.940,-42.969,-30.762,-15.137,-30.762,45.898
1738233856.943,-11.230,-21.484,-23.926,-38.574,-109.863
1738233856.947,0.000,-27.344,-29.785,-36.621,24.902
1738233856.951,-5.371,-31.738,-21.973,-13.184,110.840
